"06 nov 2011, 13:37";"14 giu 2016, 17:27";"Descrizione di una battaglia";"Kafka Franz";K2;;;;
"24 ott 2010, 16:38";"24 ott 2010, 16:39";"Deserto di paura";"Corbin Hubert";I5;;;;
"23 ott 2010, 14:56";"23 ott 2010, 15:04";"Design e tecnologia";"Spadolini Zapponi e altri";A1;;;;
"24 ott 2010, 12:16";"24 ott 2010, 12:16";"Destinazione inferno";"Child Lee";O1;;;;
"13 mag 2016, 22:10";"14 giu 2016, 17:27";"destinazione inferno";"Child Lee";O1;;;;
"24 ott 2010, 16:50";"24 ott 2010, 16:50";"Destinazione stelle";"Bester Alfred";I4;;;;
"24 ott 2010, 16:11";"24 ott 2010, 16:12";"Destinazione universo";"VanVogt A.E.";J4;;;;
"24 ott 2010, 14:39";"24 ott 2010, 14:39";"Deus X";"Spinrad Norman";J1;;;;
"28 ott 2010, 22:42";"28 ott 2010, 23:41";Devil;"Lee Stan";A3;;;;
"24 ott 2010, 16:15";"24 ott 2010, 16:16";Dhalgren;"Delany Samuel";J4;;;;
"01 nov 2010, 16:08";"01 nov 2010, 16:08";"Di quà dal paradiso";"Scott Fitzgerald Francis";K3;;;;
"23 ott 2010, 20:11";"23 ott 2010, 20:12";"Di testa nostra";"Camilleri A. Lodato S.";N1;;;;
"04 gen 2011, 16:10";"14 giu 2016, 17:27";"Di tutte le cose visibili e invisibili";"Etxebarria Lucia";"Crt5";;;;
"24 ott 2010, 16:02";"24 ott 2010, 16:02";"Dialettica della citta'";"Lelli Marcello";J3;;;;
"01 nov 2010, 15:36";"01 nov 2010, 15:36";"Diario 1889-1913";"Gide Andre";K1;;;;
"24 ott 2010, 13:28";"14 giu 2016, 17:27";"Diario clandestino";Guareschi;K3;;;;
"28 ott 2010, 22:49";"28 ott 2010, 23:41";"Diario Vitt";"Jacovitti ";A3;;;;
"18 gen 2011, 19:31";"28 gen 2011, 17:15";"Diceria dell'untore";"Bufalino Gesualdo";Cer;;;;
"24 ott 2010, 14:24";"02 giu 2012, 14:51";"Diceria dell'untore";"Bufalino Gesualdo";T1;;;;
"04 gen 2011, 16:34";"04 gen 2011, 23:47";"Dinamico Vannucchi e il suicidio...";"Brandimarte G.";F5;;;;
"23 ott 2010, 17:14";"14 giu 2016, 17:27";"Dio e' nato in esilio";"Horia Vintilia";"crt1";;;;
"05 gen 2011, 17:06";"28 gen 2011, 17:15";"Dio e' un rischio";"Prezzolini Giuseppe";F1;;;;
"30 gen 2011, 16:06";"05 feb 2011, 21:25";"Disegno storico della civiltà";"Spini G.";E2;;;;
"06 nov 2011, 13:12";"02 giu 2012, 14:51";"Divisione fantasma Canaris";"Berthold Will";F3;;;;
"01 nov 2010, 15:22";"01 nov 2010, 15:22";"Dizionari enciclopedico di pedagogia";"Aa. Vv.";I2;4;;;
"24 ott 2010, 13:34";"24 ott 2010, 13:34";"Dizionari italiano";"Sabatini Coletti";Q2;;;;
"01 nov 2010, 16:12";"01 nov 2010, 16:12";"Dizionario del malcostume";"Tedeschi Mario";K3;;;;
"24 ott 2010, 13:35";"24 ott 2010, 13:35";"Dizionario Italiano latino";"Calonghi Ferruccio";Q2;;;;
"26 gen 2011, 20:51";"28 gen 2011, 17:15";"Doctor Faustus";"Mann Thomas";Cer;;;;
"23 ott 2010, 19:14";"23 ott 2010, 19:14";"Dolce e crudele";"French Nicci";M5;;;;
"04 gen 2011, 15:55";"04 gen 2011, 23:47";"Dominic Flandry";"Anderson Poul";G4;;;;
"30 gen 2011, 16:10";"05 feb 2011, 21:25";"Dona Flor e i suoi due mariti";"Amado Jorges";E2;;;;
"30 gen 2011, 15:58";"05 feb 2011, 21:25";"Donizetti";"Donati-Petteni";E2;;;;
"30 gen 2011, 15:57";"05 feb 2011, 21:25";"Donizetti l'uomo";"Zavadini G.";E2;;;;
"24 ott 2010, 15:52";"28 ago 2015, 13:15";"Donne americane";"Furst Henry";Fienile;;;;
"21 ago 2015, 14:54";"28 ago 2015, 13:15";"Doppia coppia";"Irving John";fienile;;;;
"27 dic 2010, 12:22";"04 gen 2011, 23:47";"Doppia missione";"O'Brian, Patrick";H2;;;;
"11 ott 2015, 12:55";"14 giu 2016, 17:27";"Dora in poi";"Cardinal Marie";"crt 2";;;;
"23 ott 2010, 18:16";"28 ago 2015, 13:15";"Dossier Brimstone";"Preston D. & Child L.";"Da leggere";;;;
"24 ott 2010, 15:49";"24 ott 2010, 15:49";"Dottor X";"Ignoto";J3;;;;
"04 gen 2011, 17:19";"14 giu 2016, 17:27";"Dottore a spasso";"Gordon Richard";"crt2";;;;
"01 nov 2010, 15:53";"14 giu 2016, 17:27";"Dove corri, Sammy?";"Schulberg Budd";"crt1";;;;
"20 gen 2013, 12:27";"29 ott 2013, 17:46";Dracula;"Stoker Bram";U1;;;;
"04 gen 2011, 15:06";"14 giu 2016, 17:27";Dragon;"Clusser Clive";Fienile;;;;
"24 ott 2010, 16:57";"24 ott 2010, 16:58";"Dramma d'avanguardia";"Brunner John";I3;;;;
"04 gen 2011, 13:39";"28 ago 2015, 13:15";"Dramma d'avanguardia";"Brunner John";J4;;;;
"21 ago 2015, 12:18";"28 ago 2015, 13:15";"Dry martini";"Cheever John";Fienile;;;;
"30 gen 2011, 15:43";"05 feb 2011, 21:25";"Due mesi di carcere";"Gambirasio Giacinto";E1;;;;
"04 gen 2011, 13:11";"04 gen 2011, 23:47";"Duello nel Mar Ionio";"O'Brian, Patrick";H1;;;;
"04 gen 2011, 16:13";"04 gen 2011, 23:47";Dune;"Herbert Frank";G5;;;;
"24 ott 2010, 12:48";"24 ott 2010, 12:48";"Dune - Casa Atreides";"Herbert Brian";N5;;;;
"24 ott 2010, 12:50";"24 ott 2010, 12:50";"Dune - Gli eretici di Dune";"Herbert Frank";N5;;;;
"24 ott 2010, 12:50";"24 ott 2010, 12:50";"Dune - I figli di Dune";"Herbert Frank";N5;;;;
"24 ott 2010, 12:48";"24 ott 2010, 12:48";"Dune - I ribelli dell'impero";"Herbert Brian";N5;;;;
"24 ott 2010, 12:47";"24 ott 2010, 12:47";"Dune - Il duca Leto";"Herbert Brian";N5;;;;
"24 ott 2010, 12:51";"24 ott 2010, 12:51";"Dune - L'imperatore - Dio di Dune";"Herbert Frank";N5;;;;
"24 ott 2010, 12:49";"24 ott 2010, 12:49";"Dune - La Rifondazione di dune";"Herbert Frank";N%;;;;
"24 ott 2010, 12:49";"24 ott 2010, 12:49";"Dune - Messia di Dune";"Herbert Frank";N5;;;;
"04 gen 2011, 17:27";"04 gen 2011, 23:47";"Durdane trilogia degli Asutra";"Vance Jack";F2;;;;
"28 ott 2010, 22:43";"28 ott 2010, 23:41";"Dylan Dog";"Sclavi Tiziano";A3;;;;
"28 ott 2010, 22:50";"28 ott 2010, 23:41";"Dylan Dog trilogia extraterrestre";"Sclavi Tiziano";A3;;;;
"24 ott 2010, 16:37";"24 ott 2010, 16:37";"E le stelle stanno a guardare";"Cronin A.J.";I5;;;;
"01 nov 2010, 15:44";"01 nov 2010, 15:44";"E le stelle stanno a guardare";"Cronin A.J.";K1;;;;
"04 gen 2011, 16:42";"04 gen 2011, 23:47";"E non disse nemmeno una parola";"Boell Einrich";F5;;;;
"24 ott 2010, 14:39";"28 ago 2015, 13:15";"E sara' la luce";"Tiptree j. James";I2;;;;
"24 ott 2010, 13:42";"14 giu 2016, 17:27";"E venne chiamata due cuori";"Morgan Marlo";"Crt4";;;;
"28 ott 2010, 18:14";"28 ott 2010, 23:41";"E' domenica Charlie Brown";"Schultz M. Charles";A2;;;;
"30 gen 2011, 15:54";"05 feb 2011, 21:25";"Educazione fascista";"Rossi Gaetano";E2;;;;
"23 ott 2010, 18:30";"14 giu 2016, 17:27";"Einstein e la formula di Dio";"Rodrigues dos Santos José";"Crt4";;;;
"23 ott 2010, 20:00";"23 ott 2010, 20:01";"El Greco";"Aznar Josè Camon";M6;;;;
"23 ott 2010, 14:28";"23 ott 2010, 15:04";"Elementi di economia politica";"Napoleoni C. ";A1;;;;
"18 gen 2011, 20:36";"28 gen 2011, 17:15";"Elogio della menzogna";"Aa. Vv.";Cer;;;;
"23 ott 2010, 19:25";"23 ott 2010, 19:26";"Elogio delle donne mature";"Vizinczey Stephen";M5;;;;
"23 ott 2010, 17:05";"23 ott 2010, 17:46";Emmanuel;"Crepax Guido";L1;;;;
"24 ott 2010, 16:00";"24 ott 2010, 16:01";Emmanuelle;"Arsan Emmanuelle";J3;;;;
"06 nov 2011, 12:56";"02 giu 2012, 14:51";"Enciclopedia della musica";"Aa. Vv";L2;2;;;
"04 gen 2011, 16:41";"04 gen 2011, 23:47";"Ender III: Xenocidio";"Scott Card Orson";F5;;;;
"23 ott 2010, 14:19";"23 ott 2010, 15:04";"Energia e ambiente costruito";"Steadman Philip";A1;;;;
"04 gen 2011, 15:05";"14 giu 2016, 17:27";Enigma;"Clusser Clive";Fienile;;;;
"24 ott 2010, 12:25";"14 giu 2016, 17:27";Enigma;"Harris Robert";"Crt6";;;;
"04 gen 2011, 18:51";"04 gen 2011, 23:47";"Enrico IV - Diana e la Tuda - La vita che ti diedi";"Pirandello Luigi";F1;;;;
"04 gen 2011, 17:12";"04 gen 2011, 23:47";"Epitaffio per un nemico";"Barr George";F2;;;;
"24 ott 2010, 16:20";"24 ott 2010, 16:20";"Er compromesso rivoluzzionario";"Anonimo romano";J5;;;;
"24 ott 2010, 16:59";"24 ott 2010, 16:59";"Eravamo giovani in Vietnam";"Galloway Joseph Moore Harold";I3;;;;
"04 gen 2011, 16:43";"04 gen 2011, 23:47";"Ermitage Leningrado";"Aa. Vv.";F3;;;;
"23 ott 2010, 20:06";"23 ott 2010, 20:06";"Eroi normali";"Turow Scott";N1;;;;
"24 ott 2010, 16:01";"24 ott 2010, 16:01";Erosfera;"Arsan Emmanuelle";J3;;;;
"24 ott 2010, 12:36";"24 ott 2010, 12:37";"Errore fatale";"Bagley Desmond";N5;;;;
"01 nov 2010, 15:38";"01 nov 2010, 15:39";"Estasi";"Cowper Powys";K1;;;;
"24 ott 2010, 16:01";"24 ott 2010, 16:01";"Etica per un figlio";"Savater Fernando";J3;;;;
"24 ott 2010, 12:17";"24 ott 2010, 12:18";"Eugenides Jeffrey";Middlesex;O1;;;;
"04 gen 2011, 15:10";"04 gen 2011, 23:47";"Eva Luna";"Allende Isabel";G1;;;;
"04 gen 2011, 15:10";"04 gen 2011, 23:47";"Eva Luna racconta";"Allende Isabel";G1;;;;
"04 gen 2011, 16:35";"04 gen 2011, 23:47";"Eva, una bambola e il professore";"Sharpe Tom";F5;;;;
"23 ott 2010, 19:10";"23 ott 2010, 19:10";"Excalibur il re d'inverno";"Cornwell Bernard";M5;;;;
"23 ott 2010, 17:02";"23 ott 2010, 17:46";"F1 annual";"Benzing Enrico";L1;;;;
"28 ott 2010, 22:29";"28 ott 2010, 23:41";"Fabbrica e territorio";"Greppi Claudio ";A3;;;;
"23 ott 2010, 19:33";"23 ott 2010, 19:34";"Fabbricanti di universi";"Farmer Philip J.";M5;;;;
"01 nov 2010, 16:21";"01 nov 2010, 16:21";"Fahrenheit 451";"Bradbury Ray";K3;;;;
"28 ott 2010, 23:28";"28 ott 2010, 23:41";"Fanfan la tivu";"Faenza Roberto";A4;;;;
"13 ott 2011, 16:52";"06 nov 2011, 11:15";Fanny;"Jong Erica";E2;;;;
"11 ott 2015, 13:53";"14 giu 2016, 17:27";"Fantasmi del passato";"Vichi Marco";M3;;;;
"04 gen 2011, 16:24";"04 gen 2011, 23:47";"Fantozzi";"Villaggio Paolo";F5;;;;
"23 ott 2010, 19:56";"23 ott 2010, 19:57";"Fascino di bergamo";"Traini Carlo";M6;;;;
"24 ott 2010, 12:24";"14 giu 2016, 17:27";"Fatherland";"Harris Robert";"Crt6";;;;
"06 nov 2011, 13:28";"14 giu 2016, 17:27";"Fatti e anneddoti di storia fiorentina";"Conti Giuseppe";N1;;;;
"23 ott 2010, 19:17";"23 ott 2010, 19:18";"Fenomenologia dellìesperienza";"Quattrini Paolo";M5;;;;
"23 ott 2010, 18:13";"23 ott 2010, 18:13";"Festa di Natale";"Stout Rex";L3;;;;
"04 gen 2011, 16:15";"04 gen 2011, 23:47";"Fiabe inglesi di spettri e magie";"Aa. Vv.";G5;;;;
"24 ott 2010, 14:01";"14 giu 2016, 17:27";"Fiamme nel deserto";"Tedde Antonio";"Crt6";;;;
"01 nov 2010, 15:31";"28 ago 2015, 13:15";"Figli dei loro tempi";"Hamsun Knut";J3;;;;
"01 nov 2010, 15:44";"01 nov 2010, 15:44";"Figlio!... Figlio mio!..";"Spring Howard";K1;;;;
"23 ott 2010, 14:32";"23 ott 2010, 15:04";"Filosofia e scienza dei sistemi";"Churchman West";A1;;;;
"04 gen 2011, 17:08";"04 gen 2011, 23:47";"Finche' i piedi ci portano";"Bauer Josef Martin";F2;;;;
"11 ott 2015, 14:36";"14 giu 2016, 17:27";"Fine corsa";"Legget Jeremy";F2;;;;
"30 gen 2011, 17:00";"30 gen 2011, 17:00";"Firenze ieri oggi domani";"Aa.Vv.";D2;19;;;
"24 ott 2010, 13:55";"14 giu 2016, 17:27";"Firenze, i giurni del diluvio";"Nencini Franco";G1;;;;
"01 nov 2010, 15:50";"14 giu 2016, 17:27";"Fisiologia della donna";"Mantegazza Paolo";"crt2";;;;
"23 ott 2010, 18:20";"23 ott 2010, 18:20";"Fiume di sangue";"Deaver Jeffery";L3;;;;
"04 gen 2011, 17:20";"14 giu 2016, 17:27";Foemina;"Wallace Irving";"crt2";;;;
"24 ott 2010, 15:54";"28 ago 2015, 13:15";"Follia nuda";"Telfer Dariel";Fienile;;;;
"24 ott 2010, 14:48";"24 ott 2010, 14:48";"Fondazione - quadrilogia completa";"Asimov Isaac";J2;;;;
"23 ott 2010, 19:46";"23 ott 2010, 19:46";"Fondazione ""ID""";"Musa Gilda";M5;;;;
"24 ott 2010, 14:56";"24 ott 2010, 14:56";"Fondazione anno zero";"Asimov Isaac";J2;;;;
"24 ott 2010, 14:47";"24 ott 2010, 14:48";"Fondazione e Terra";"Asimov Isaac";J2;;;;
"24 ott 2010, 14:52";"24 ott 2010, 14:52";"Fondazione e terra";"Asimov Isaac";J2;;;;
"24 ott 2010, 14:54";"24 ott 2010, 14:54";"Fondazione la quadrilogia";"Asimov Isaac";J2;;;;
"01 nov 2010, 15:12";"01 nov 2010, 15:12";"Fondazione Stileman";"Haldeman Joe";I2;;;;
"28 ott 2010, 23:15";"28 ott 2010, 23:41";"Forme economiche precapitaliste";"Marx Karl";A4;;;;
"21 ago 2015, 12:24";"28 ago 2015, 13:15";"Foto di gruppo con signora";"Böl Heinrich";Fienile;;;;
"01 nov 2010, 15:18";"01 nov 2010, 15:18";"Fra Galgario";"Gozzoli M.Cristina";I2;;;;
"01 nov 2010, 16:39";"01 nov 2010, 16:40";France;"Aa.Vv.";K5;;;;
"18 gen 2011, 19:15";"28 gen 2011, 17:15";"Fuga dalla libertà";"Fromm Erich";Cer;;;;
"23 ott 2010, 18:50";"15 ago 2012, 17:01";"Fuoco di copertura";"McNab Andy";L5;;;;
"23 ott 2010, 20:19";"06 nov 2011, 11:14";"Fuoco incrociato";"McNab andy";L5;;;;
"04 gen 2011, 13:13";"04 gen 2011, 23:47";"Fuoco sotto il mare";"O'Brian, Patrick";H1;;;;
"05 gen 2011, 17:16";"14 giu 2016, 17:27";Fuoco!;"March William";"crt2 e 4";;;;
"04 gen 2011, 16:44";"14 giu 2016, 17:27";"Fuori registro";"Starnone Domenico";"Crt5";;;;
"04 gen 2011, 16:01";"04 gen 2011, 23:47";Furia;"Kuttner Henry";G4;;;;
"18 gen 2011, 19:30";"28 gen 2011, 17:15";Furore;"Steinbeck John";Cer;;;;
"30 gen 2011, 16:11";"05 feb 2011, 21:25";"Gabriella garofano e cannella";"Amado Jorges";E2;;;;
"24 ott 2010, 12:44";"24 ott 2010, 12:44";Gargoyle;"Davidson Anrew";N5;;;;
"21 ago 2015, 14:24";"28 ago 2015, 13:15";"Generalen SS";"Hassel Sven";fienile;;;;
"24 ott 2010, 12:29";"24 ott 2010, 12:30";"Generazione Paratwa";"Hinz C.";O2;;;;
"01 nov 2010, 16:34";"01 nov 2010, 16:34";"Genetica e l'uomo";"Mange Arthur";K5;;;;
"30 gen 2011, 15:53";"05 feb 2011, 21:25";"Germania anno olimpico 1936";"Aa.Vv.";E2;;;;
"21 ago 2015, 14:23";"28 ago 2015, 13:15";"Germania Kaputt";"Hassel Sven";fienile;;;;
"30 gen 2011, 16:35";"05 feb 2011, 21:25";"Ghiaccio per l'87 distretto";"McBain Ed";E4;;;;
"01 nov 2010, 16:00";"14 giu 2016, 17:27";"Ghigliottina secca";"Belbenoit Rene";"crt1";;;;
"23 ott 2010, 18:31";"23 ott 2010, 18:32";"Ghost Force";"Robinson Patrick";L4;;;;
"30 gen 2011, 16:13";"05 feb 2011, 21:25";"Giochi di guerra - manuali";"Aa. Vv.";E2;;;;
"05 gen 2011, 17:17";"28 gen 2011, 17:15";"Gioia mia";"Soavi Giorgio";E4;;;;
"30 gen 2011, 17:01";"05 feb 2011, 21:25";"Giornate di lavoro Airo 72";"Aa.Vv.";D2;;;;
"01 nov 2010, 16:11";"01 nov 2010, 16:11";"Giorni di guerra";"Comisso Giovanni";K3;;;;
"24 ott 2010, 13:45";"14 giu 2016, 17:27";"Giorni sulla costa del golfo";"Caldwell Erskine";D2;;;;
"01 nov 2010, 16:16";"01 nov 2010, 16:17";"Giovane donna del 1914";"Zweig Arnold";K3;;;;
"23 ott 2010, 17:04";"23 ott 2010, 17:46";"Giro di vite";"Crepax Guido";L1;;;;
"01 nov 2010, 15:27";"28 ago 2015, 13:15";"Giro di vite";"James Henry";J3;;;;
"11 ott 2015, 12:57";"14 giu 2016, 17:27";"Giuochi di carte";"Fulgi Zaini R.";"crt 2";;;;
"30 gen 2011, 16:02";"05 feb 2011, 21:25";"Giuochi ginnastici e sportivi";"Poncini Attilio";E2;;;;
"23 ott 2010, 16:58";"23 ott 2010, 17:46";"Giustizia locale";"Elster Jon";L1;;;;
"24 ott 2010, 16:52";"24 ott 2010, 16:52";"Gladiatore in legge";"Pohl Frederik";I4;;;;
"20 mag 2012, 12:42";"02 giu 2012, 14:51";"Gli affari del Presidente";"Ruggeri Giovanni";T2;;;;
"30 gen 2011, 15:30";"02 giu 2012, 14:51";"Gli amori difficili";"Calvino Italo";T1;;;;
"24 ott 2010, 13:21";"28 ago 2015, 13:15";"Gli angeli piangono";"Smith Wilburg";Fienile;;;;
"24 ott 2010, 14:41";"24 ott 2010, 14:42";"Gli anni della citta'";"Pohl Frederik";J1;;;;
"05 gen 2011, 17:04";"28 gen 2011, 17:15";"Gli anni perduti";"Brancati Vitaliano";F1;;;;
"24 ott 2010, 14:23";"14 giu 2016, 17:27";"Gli arancini di Montalbano";"Camilleri Andrea";T3;;;;
"04 gen 2011, 17:24";"04 gen 2011, 23:47";"Gli assassini";"Kazan Elia";F2;;;;
"24 ott 2010, 16:48";"24 ott 2010, 16:48";"Gli avventurieri di RiverWorld";"Farmer Philip Jase'";I4;;;;
"04 gen 2011, 13:42";"02 giu 2012, 14:51";"Gli dei del fiume";"Farmer Philip J.";B2;;;;
"23 ott 2010, 19:26";"23 ott 2010, 19:27";"Gli dei del fiume";"Farmer Philip J.";M5;;;;
"30 gen 2011, 16:12";"14 giu 2016, 17:27";"Gli dei del mare";"Tuleja Thaddeus V.";"crt2";;;;
"01 nov 2010, 15:57";"14 giu 2016, 17:27";"Gli ebrei";"Payrefitte Roger";"crt2";2;;;
"24 ott 2010, 13:23";"28 ago 2015, 13:15";"Gli eredi dell'eden";"Smith Wilburg";Fienile;;;;
"01 nov 2010, 16:31";"01 nov 2010, 16:32";"Gli eredi della terra";"Wilehlm Kate";K4;;;;
"04 gen 2011, 13:41";"04 gen 2011, 23:47";"Gli eredi della Terra";"Wilhelm Kate";H4;;;;
"24 ott 2010, 16:35";"24 ott 2010, 16:35";"Gli eretici di Zlatos";"Forte Franco";I5;;;;
"01 nov 2010, 15:46";"14 giu 2016, 17:27";"Gli inganni";"De Feo Sandro";"crt1";;;;
"23 ott 2010, 17:52";"23 ott 2010, 17:55";"Gli ingegneri del rinascimento da Brunelleschi a Leonardo Da Vinci";"Galluzzi Paolo";L2;;;;
"04 gen 2011, 15:52";"04 gen 2011, 23:47";"Gli osservatori";"Silverberg Robert";G4;;;;
"24 ott 2010, 17:03";"24 ott 2010, 17:03";"Gli osservatori";"Silverberg Robert";I3;;;;
"06 set 2015, 15:25";"14 giu 2016, 17:27";"Gli sporchi dannati di Cassino";"Hassel Sven";"crt2";;;;
"04 gen 2011, 15:57";"04 gen 2011, 23:47";"Gli umanoidi";"Williamson Jack";G4;;;;
"21 ago 2015, 16:02";"28 ago 2015, 13:15";"Glli annali degli Heechee";"Pohl Frederik";D3;;;;
"18 gen 2011, 20:37";"28 gen 2011, 17:15";"Grammatica dell'amore";"Tolstoj et al.";Cer;;;;
"24 ott 2010, 14:10";"24 ott 2010, 14:10";"Grammatica della lingua francese";"De Lorenzo Antonio";S1;;;;
"15 ago 2011, 12:34";"14 giu 2016, 17:27";"Gran Circo Taddei";"Camilleri Andrea";T3;;;;
"30 gen 2011, 16:39";"05 feb 2011, 21:25";"Grande città violenta";"McBain Ed";E4;;;;
"23 ott 2010, 19:43";"23 ott 2010, 19:44";"Gravità zero";"McMaster Bujold Lois";M5;;;;
"04 gen 2011, 16:12";"14 giu 2016, 17:27";"Grazie per il fuoco";"Benedetti Mario";"Crt5";;;;
"01 nov 2010, 16:38";"01 nov 2010, 16:38";"Guardiamarina e tenente Hornblower";"Forester C.S.";K5;;;;
"26 gen 2011, 20:45";"26 gen 2011, 20:46";"Guerra e pace";"Tolstoj Lev";Cer;2;;;
"30 gen 2011, 15:33";"05 feb 2011, 21:25";"Guerra finale - Cancro 2000";"O'Donnel K.M. - Jones Gonner";E1;;;;
"23 ott 2010, 19:39";"23 ott 2010, 19:40";"Guerra fredda";"Pohl Frederik";M5;;;;
"24 ott 2010, 14:11";"14 giu 2016, 17:27";"Guerra in camicia nera";"Berto Giuseppe";U2;;;;
"01 nov 2010, 15:50";"14 giu 2016, 17:27";"Guglielmo Marconi";"La Stella Mario";K1;;;;
"04 gen 2012, 15:16";"02 giu 2012, 14:51";"Guida alla storia romana";"Clemente Guido";C;;;;
"20 mag 2012, 12:36";"02 giu 2012, 14:51";"Guida alla storia romana";"Clemente Guido";T2;;;;
"23 ott 2010, 17:24";"23 ott 2010, 17:46";"Guida verde";"Magrini Gigliola";L2;;;;
"28 ott 2010, 21:56";"28 ott 2010, 23:41";Gulliveriana;"Manara Milo";A2;;;;
"24 ott 2010, 16:03";"24 ott 2010, 16:04";Hard;"Anderson Raffaela";J4;;;;
"05 gen 2011, 17:08";"28 gen 2011, 17:15";"Ho difeso la Patria";"Graziani Rodolfo";F1;;;;
"30 gen 2011, 15:37";"05 feb 2011, 21:25";"Hobby legno";"De Nicolo Gianni";E1;;;;
"21 ago 2015, 14:53";"28 ago 2015, 13:15";"Hotel New Hampshire";"Irving John";fienile;;;;
"23 ott 2010, 18:32";"23 ott 2010, 18:32";"Hunter Killer";"Robinson Patrick";L4;;;;
"24 ott 2010, 17:00";"24 ott 2010, 17:01";Hyperion;"Simmons Dan";I3;;;;
"11 ott 2015, 13:01";"14 giu 2016, 17:27";"I 90 più 9";"Brinkley William";"crt 2";;;;
"23 ott 2010, 18:28";"28 ago 2015, 13:15";"I banchetti dei Vedovi Neri";"Asimov Isaac";J2;;;;
"24 ott 2010, 14:15";"14 giu 2016, 17:27";"I beati della desolazione";"Bazin Herve'";"crt1";;;;
"18 gen 2011, 20:40";"28 gen 2011, 17:15";"I Beati Paoli";"Renda Francesco";Cer;;;;
"18 gen 2011, 19:10";"15 ago 2012, 17:07";"I Buddenbrook";"Mann Thomas";Cer;;"13 giu 2012";"Salvatore";
"23 ott 2010, 19:47";"23 ott 2010, 19:48";"I burattinai";"Niven Larry";M5;;;;
"24 ott 2010, 17:01";"24 ott 2010, 17:01";"I canti goliardici";"Castelli Alfredo";I3;;;;
"04 gen 2011, 13:14";"04 gen 2011, 23:47";"I cento giorni";"O'Brian, Patrick";H2;;;;
"06 nov 2011, 13:35";"14 giu 2016, 17:27";"I cieli della sera";"Prisco Michele";E1;;;;
"01 nov 2010, 16:37";"01 nov 2010, 16:37";"I codice del labirinto";"Mosse Kate";K5;;;;
"04 gen 2011, 13:25";"04 gen 2011, 23:47";"I colori del nemico";"Russell S. Thomas";H2;;;;
"01 nov 2010, 16:11";"01 nov 2010, 16:11";"I conquistatori";"Malraux Andrè";K3;;;;
"11 ott 2015, 13:08";"14 giu 2016, 17:27";"I contendenti";"Grisham John";J1;;;;
"18 gen 2011, 19:16";"28 gen 2011, 17:15";"I cosiddetti sani";"Fromm Erich";Cer;;;;
"30 gen 2011, 16:02";"05 feb 2011, 21:25";"I cristiani dimezzati";"Nemi Orsola";E2;;;;
"24 ott 2010, 12:25";"14 giu 2016, 17:27";"I diari di Hitler";"Harris Robert";"Crt6";;;;
"24 ott 2010, 16:18";"24 ott 2010, 16:19";"I diritti delle donne nella societa' altomedioevale";"Guerra Medici Maria Teresa";J5;;;;
"01 nov 2010, 15:18";"01 nov 2010, 15:18";"I disegni della collezione Morelli";"Bora Giulio";I2;;;;
"30 gen 2011, 16:40";"30 gen 2011, 16:41";"I documenti del Pentagono";"The New York Times";D1;2;;;
"13 mag 2016, 22:10";"14 giu 2016, 17:27";"I dodici segni";"Child Lee";O1;;;;
"23 ott 2010, 19:40";"23 ott 2010, 19:41";"I dragoni di Pern";"McCaffrey Anne";M5;;;;
"01 nov 2010, 16:28";"01 nov 2010, 16:28";"I due Vorkosigan";"McMaster Bujold Lois";K4;;;;
"23 ott 2010, 18:26";"23 ott 2010, 18:26";"I favoriti della foortuna";"McCullogh Colleen";L4;;;;
"04 gen 2011, 13:44";"28 ago 2015, 13:15";"I figli del tritone";"Anderson Poul";J3;;;;
"23 ott 2010, 19:13";"23 ott 2010, 19:13";"I fucilieri di Sharpe";"Cornwell Bernard";M5;;;;
"04 gen 2011, 13:31";"04 gen 2011, 23:47";"I fuochi del Basento";"Nigro Raffaele";H2;;;;
"24 ott 2010, 13:22";"28 ago 2015, 13:15";"I fuochi dell'ira";"Smith Wilburg";Fienile;;;;
"24 ott 2010, 16:30";"24 ott 2010, 16:30";"I gatti del cielo";"Rosser G.";J5;;;;
"18 gen 2011, 20:30";"28 gen 2011, 17:15";"I gioielli di Madame de ***";"de Vilmorin Louise";Cer;;;;
"13 dic 2011, 18:53";"02 giu 2012, 14:51";"I giorni del diluvio";"Mazzola Franco";C;;;;
"24 ott 2010, 12:24";"24 ott 2010, 12:25";"I giorni del potere";"McCulllough Colleen";O2;;;;
"21 ago 2015, 15:19";"28 ago 2015, 13:15";"I giorni dell'eternità";"Follet Ken";H4;;;;
"23 ott 2010, 18:31";"23 ott 2010, 18:31";"I giorni della gloria";"McCullough Colleen";L4;;;;
"26 gen 2011, 20:47";"28 gen 2011, 17:15";"I gladiatori";"Koestler Arthur";Cer;;;;
"28 ott 2010, 23:10";"28 ott 2010, 23:41";"I grafi e le loro applicazioni";"Ore Oystein";A4;;;;
"23 ott 2010, 19:56";"23 ott 2010, 19:56";"I grandi maestri della pittura italiana del Quattrocento";"Lecaldano Paolo";M6;;;;
"30 gen 2011, 15:37";"05 feb 2011, 21:25";"I grandi romanzi gialli";"Kane Henry";E1;;;;
"28 ott 2010, 23:14";"28 ott 2010, 23:41";"I gruppi e i loro grafi";Grossman;A4;;;;
"24 ott 2010, 14:44";"14 giu 2016, 17:27";"I guerrieri delle galassie";"Aa.Vv.";F3;;;;
